Event_Id,Investigation_Type,Event_Date,Location,Country,Airport_Name,Injury_Severity,Aircraft_Damage,Make,Model,Amateur_Built,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Year,Month,Day_Of_Week,Manufacturer_Incident_Count,Model_Incident_Count,Flight_Purpose_Incident_Count,Weather_Incident_Count
20001218X45444,Accident,1948-10-24,"MOOSE CREEK, ID",United States,BLACKBURN AG STRIP,Fatal(2),Destroyed,Stinson,108-3,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Cruise,1948,10,Sunday,348,100,49394,854
20001218X45447,Accident,1962-07-19,"BRIDGEPORT, CA",United States,BLACKBURN AG STRIP,Fatal(4),Destroyed,Piper,PA24-180,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,UNK,Unknown,1962,7,Thursday,12020,4,49394,854
20061025X01555,Accident,1974-08-30,"Saltville, VA",United States,BLACKBURN AG STRIP,Fatal(3),Destroyed,Cessna,172M,No,1.0,Reciprocating,Personal,3.0,1.0,1.0,5.0,IMC,Cruise,1974,8,Friday,22208,798,49394,5962
20001218X45448,Accident,1977-06-19,"EUREKA, CA",United States,BLACKBURN AG STRIP,Fatal(2),Destroyed,Rockwell,112,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,1977,6,Sunday,330,32,49394,5962
20041105X01764,Accident,1979-08-02,"Canton, OH",United States,BLACKBURN AG STRIP,Fatal(1),Destroyed,Cessna,501,No,1.0,Unknown,Personal,1.0,2.0,1.0,0.0,VMC,Approach,1979,8,Thursday,22208,31,49394,81600
20170710X52551,Accident,1979-09-17,"BOSTON, MA",United States,BLACKBURN AG STRIP,Non-Fatal,Substantial,Mcdonnell Douglas,DC9,No,2.0,Turbo Fan,Unknown,1.0,1.0,1.0,44.0,VMC,Climb,1979,9,Monday,520,4,12856,81600
20001218X45446,Accident,1981-08-01,"COTTON, MN",United States,BLACKBURN AG STRIP,Fatal(4),Destroyed,Cessna,180,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Unknown,1981,8,Saturday,22208,622,49394,5962
20020909X01562,Accident,1982-01-01,"PULLMAN, WA",United States,BLACKBURN AG STRIP,Non-Fatal,Substantial,Cessna,140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1982,1,Friday,22208,402,49394,81600
20020909X01561,Accident,1982-01-01,"EAST HANOVER, NJ",United States,HANOVER,Non-Fatal,Substantial,Cessna,401B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC,Landing,1982,1,Friday,22208,10,4014,5962
20020909X01560,Accident,1982-01-01,"JACKSONVILLE, FL",United States,JACKSONVILLE INTL,Non-Fatal,Substantial,North American,NAVION L-17B,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,IMC,Cruise,1982,1,Friday,304,2,49394,5962
20020909X01559,Accident,1982-01-01,"HOBBS, NM",United States,JACKSONVILLE INTL,Non-Fatal,Substantial,Piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1982,1,Friday,12020,569,49394,81600
20020909X01558,Accident,1982-01-01,"TUSKEGEE, AL",United States,TUSKEGEE,Non-Fatal,Substantial,Beech,V35B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Friday,4326,157,49394,81600
20020917X02148,Accident,1982-01-02,"HOMER, LA",United States,TUSKEGEE,Non-Fatal,Destroyed,Bellanca,17-30A,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,Cruise,1982,1,Saturday,886,131,49394,5962
20020917X02134,Accident,1982-01-02,"HEARNE, TX",United States,HEARNE MUNICIPAL,Fatal(1),Destroyed,Cessna,R172K,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Takeoff,1982,1,Saturday,22208,98,49394,5962
20020917X02119,Accident,1982-01-02,"CHICKASHA, OK",United States,HEARNE MUNICIPAL,Fatal(1),Destroyed,Navion,A,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Saturday,63,33,49394,5962
20020917X02117,Accident,1982-01-02,"LITTLE ROCK, AR",United States,HEARNE MUNICIPAL,Fatal(2),Destroyed,Beech,19,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Saturday,4326,20,49394,5962
20020917X01962,Accident,1982-01-02,"MIDWAY, UT",United States,FIELD RANCH,Non-Fatal,Destroyed,Enstrom,280C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Taxi,1982,1,Saturday,247,48,49394,5962
20020917X01656,Accident,1982-01-02,"SKWENTA, AK",United States,FIELD RANCH,Fatal(3),Destroyed,Cessna,180,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Unknown,1982,1,Saturday,22208,622,49394,81600
20020917X02481,Accident,1982-01-02,"GALETON, PA",United States,CHERRY SPRINGS,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,1982,1,Saturday,22208,1755,49394,81600
20020917X02339,Accident,1982-01-02,"MIAMI, FL",United States,CHERRY SPRINGS,Non-Fatal,Substantial,Smith,WCS-222 (BELL 47G),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1982,1,Saturday,40,1,49394,81600
20020917X01894,Accident,1982-01-02,"YPSILANTI, MI",United States,WILLOW RUN,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Saturday,22208,2367,10596,81600
20020917X01776,Accident,1982-01-02,"CHARLOTTE, MI",United States,TINKERBELL,Non-Fatal,Substantial,Cessna,150L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1982,1,Saturday,22208,461,49394,81600
20020917X01657,Accident,1982-01-02,"CHAMBLEE, GA",United States,TINKERBELL,Non-Fatal,Substantial,Bell,206L-1,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,1982,1,Saturday,2133,168,12856,81600
20020917X02333,Incident,1982-01-03,"VAN NUYS, CA",United States,VAN NUYS,Incident,Minor,Piper,PA-24-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1982,1,Sunday,12020,98,49394,81600
20020917X02255,Accident,1982-01-03,"10 NM W LEE VIN, CA",United States,VAN NUYS,Fatal(2),Destroyed,Grumman,AA-5B,No,1.0,Reciprocating,Personal,2.0,1.0,0.0,0.0,IMC,Descent,1982,1,Sunday,1094,132,49394,5962
20020917X01905,Accident,1982-01-03,"ASHLAND, VA",United States,HANOVER COUNTY,Fatal(8),Destroyed,Cessna,414A,No,2.0,Reciprocating,Business,8.0,0.0,0.0,0.0,IMC,Approach,1982,1,Sunday,22208,47,4014,5962
20020917X01720,Accident,1982-01-03,"PINEHURST, NC",United States,MOORE COUNTY,Fatal(1),Destroyed,Beechcraft,BE-58,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,1982,1,Sunday,25,30,49394,5962
20020917X02483,Accident,1982-01-03,"WHITE PLAINS, NY",United States,WESTCHESTER COUNTY,Non-Fatal,Substantial,Maule,M-5-235C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Sunday,445,64,49394,81600
20020917X02340,Accident,1982-01-03,"COCOA, FL",United States,WESTCHESTER COUNTY,Non-Fatal,Substantial,Cessna,210L,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Descent,1982,1,Sunday,22208,134,49394,81600
20020917X02155,Accident,1982-01-03,"SAN CLEMENTINE, CA",United States,WESTCHESTER COUNTY,Non-Fatal,Substantial,Bellanca,7GCBC,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Maneuvering,1982,1,Sunday,886,279,49394,81600
20020917X01992,Accident,1982-01-03,"FORT WORTH, TX",United States,OAK GROVE,Non-Fatal,Substantial,Cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Approach,1982,1,Sunday,22208,659,49394,81600
20020917X01960,Accident,1982-01-03,"GREENOUGH, MT",United States,OAK GROVE,Non-Fatal,Substantial,Air Tractor,AT-301,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Sunday,595,184,812,81600
20020917X02618,Accident,1982-01-04,"PLEASANT HILL, OR",United States,OAK GROVE,Fatal(4),Destroyed,Piper,PA-28-161,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,1982,1,Monday,12020,569,49394,81600
20020917X02254,Accident,1982-01-04,"NEAR LAS VEGAS, NV",United States,OAK GROVE,Fatal(2),Destroyed,Piper,PA-34-200T,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Cruise,1982,1,Monday,12020,213,12856,81600
20020917X01880,Accident,1982-01-04,"FORT WAYNE, IN",United States,OAK GROVE,Fatal(2),Destroyed,Cessna,T337G,No,2.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,IMC,Cruise,1982,1,Monday,22208,31,49394,5962
20020917X01991,Accident,1982-01-04,"ESTANCIA, NM",United States,ESTANCIA MUNICIPAL,Non-Fatal,Substantial,Piper,PA-28R-200,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,1982,1,Monday,12020,335,49394,81600
20020917X02410,Accident,1982-01-04,SAINT CROIX,United States,ALEXANDER HAMILTON,Fatal(1),Destroyed,Cessna,206,No,1.0,Reciprocating,Business,1.0,0.0,1.0,0.0,VMC,Taxi,1982,1,Monday,22208,389,4014,81600
20020917X02304,Accident,1982-01-05,"RAMONA, CA",United States,RAMONA,Fatal(3),Destroyed,Navion,A,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Tuesday,63,33,4014,5962
20020917X02253,Accident,1982-01-05,"BLACK CANYON CI, AZ",United States,RAMONA,Fatal(1),Destroyed,Piper,PA-22,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,1982,1,Tuesday,12020,199,49394,5962
20020917X01906,Accident,1982-01-05,"ITHACA, NY",United States,TOMPKINS COUNTY,Fatal(2),Destroyed,Piper,PA-31,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Approach,1982,1,Tuesday,12020,59,12856,81600
20020917X01764,Incident,1982-01-05,"PENSACOLA, FL",United States,TOMPKINS COUNTY,Incident,Minor,Rockwell,114,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1982,1,Tuesday,330,38,4014,81600
20020917X01993,Accident,1982-01-05,"LONOKE, AR",United States,TOMPKINS COUNTY,Non-Fatal,Substantial,Piper,PA-24-250,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC,Descent,1982,1,Tuesday,12020,352,4014,81600
20020917X01658,Accident,1982-01-05,"GASTONIA, NC",United States,TOMPKINS COUNTY,Non-Fatal,Substantial,Piper,PA-28R-200,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Cruise,1982,1,Tuesday,12020,335,812,81600
20020917X02156,Accident,1982-01-05,"SPRINGERVILLE, AZ",United States,SPRINGERVILLE,Non-Fatal,Substantial,Cessna,TR182,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Taxi,1982,1,Tuesday,22208,111,12856,81600
20020917X01651,Accident,1982-01-05,"BETHEL, AK",United States,BETHEL,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,VMC,Takeoff,1982,1,Tuesday,22208,285,12856,81600
20020917X02423,Accident,1982-01-06,"ROLLA, MO",United States,DOWNTOWN,Non-Fatal,Substantial,Cessna,340,Yes,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Approach,1982,1,Wednesday,22208,92,550,81600
20020917X02157,Accident,1982-01-06,"MAMMOTH LAKES, CA",United States,MAMMOTH LAKES,Non-Fatal,Substantial,Aerospatiale,SA-316B,No,1.0,Turbo Shaft,Business,0.0,0.0,0.0,6.0,VMC,Taxi,1982,1,Wednesday,342,3,4014,81600
20020917X01913,Accident,1982-01-06,"JACKSON, WY",United States,JACKSON HOLE,Non-Fatal,Substantial,Beech,35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Climb,1982,1,Wednesday,4326,171,49394,81600
20020917X01777,Accident,1982-01-06,"PAXTON, IL",United States,PAXTON MUNICIPAL,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,1982,1,Wednesday,22208,2367,10596,81600
20020917X01757,Accident,1982-01-06,"HILTON HEAD, SC",United States,PAXTON MUNICIPAL,Non-Fatal,Substantial,Mooney,M-20J,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,1982,1,Wednesday,1092,15,4014,81600
20020917X02242,Accident,1982-01-06,"NEAR BAKERSFIEL, CA",United States,PAXTON MUNICIPAL,Non-Fatal,Substantial,Boeing,A75,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,1.0,IMC,Cruise,1982,1,Wednesday,1561,29,12856,5962
20020917X01964,Accident,1982-01-07,"HELENA, MT",United States,PAXTON MUNICIPAL,Fatal(2),Destroyed,Cessna,210,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Cruise,1982,1,Thursday,22208,260,12856,81600
20020917X01659,Accident,1982-01-07,"WESTMINISTER, MD",United States,CLEARVIEW,Non-Fatal,Substantial,Beech,V35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1982,1,Thursday,4326,79,49394,81600
20020917X02141,Accident,1982-01-07,"LAREDO, TX",United States,LAREDO INTL,Non-Fatal,Substantial,Curtis,C46,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Standing,1982,1,Thursday,4,2,12856,81600
20020917X02414,Accident,1982-01-08,"ODESSA, FL",United States,W. PASCO,Fatal(1),Destroyed,Cessna,172M,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,1982,1,Friday,22208,798,49394,5962
20020917X01881,Accident,1982-01-08,"NEW PHILADELPHI, OH",United States,HARRY CLEVER FIELD,Fatal(1),Destroyed,Piper,PA-28-140,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Approach,1982,1,Friday,12020,930,49394,81600
20020917X02574,Accident,1982-01-08,"PULLMAN, WA",United States,PULLMAN-MOSCOW REGIONAL,Non-Fatal,Substantial,Cessna,TU206G,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Friday,22208,79,4014,81600
20020917X02484,Accident,1982-01-08,"CUTCHOGUE, NY",United States,PULLMAN-MOSCOW REGIONAL,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,1982,1,Friday,22208,2367,10596,81600
20020917X02431,Accident,1982-01-08,"LIBERTY, MO",United States,MITHELL,Non-Fatal,Substantial,Piper,PA-24-250,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Friday,12020,352,10596,81600
20020917X01779,Accident,1982-01-08,"PEORIA, IL",United States,MOUNT HAWLEY,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Friday,22208,2367,10596,81600
20020917X01778,Accident,1982-01-08,"SANDUSKY, OH",United States,GRIFFING-SANDUSKY,Non-Fatal,Substantial,Cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Friday,22208,1164,49394,81600
20020917X01717,Accident,1982-01-08,"GRANTITEVILLE, SC",United States,TWIN LAKES,Non-Fatal,Substantial,Cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Friday,22208,2367,10596,81600
20020917X02247,Accident,1982-01-09,"CALISTOGA, CA",United States,CALISTOGA,Non-Fatal,Substantial,Schleicher,ASW 20,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Saturday,100,3,49394,81600
20020917X02246,Accident,1982-01-09,"NAPA, CA",United States,NAPA,Non-Fatal,Substantial,Cessna,P210N,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,VMC,Landing,1982,1,Saturday,22208,189,49394,81600
20020917X01995,Accident,1982-01-09,"FRUIT VALE, TX",United States,PRIVATE STRIP,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1982,1,Saturday,22208,1755,49394,81600
20020917X01994,Accident,1982-01-09,"TOMBALL, TX",United States,DAVID WAYNE HOOKS,Non-Fatal,Substantial,Piper,PA-34,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,1982,1,Saturday,12020,35,49394,81600
20020917X02283,Accident,1982-01-09,"MOKULEIA, HI",United States,DILLINGHAM,Non-Fatal,Substantial,Cessna,305 (L-19),No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Saturday,22208,1,12856,81600
20020917X01981,Accident,1982-01-09,"STEAMBOAT SPRIN, CO",United States,ROUTT CITY,Non-Fatal,Substantial,Cessna,182A,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Approach,1982,1,Saturday,22208,202,12856,81600
20020917X02341,Accident,1982-01-10,"OKEECHOBEE, FL",United States,LOWERY DAVIS,Non-Fatal,Destroyed,Piper,PA-23-250,No,2.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,UNK,Approach,1982,1,Sunday,12020,311,12856,854
20020917X02158,Accident,1982-01-10,"BULLHEAD CITY, AZ",United States,BULLHEAD CITY,Non-Fatal,Destroyed,Cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1982,1,Sunday,22208,1164,49394,81600
20020917X01882,Accident,1982-01-10,"WHEELING, IL",United States,PALWAUKEE,Non-Fatal,Destroyed,Piper,23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,Takeoff,1982,1,Sunday,12020,1,49394,5962
20020917X01719,Accident,1982-01-10,"HENDERSON, NC",United States,PALWAUKEE,Fatal(1),Destroyed,Mooney,M20G,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Cruise,1982,1,Sunday,1092,11,49394,81600
20020917X02305,Accident,1982-01-10,"MOJAVE, CA",United States,PALWAUKEE,Non-Fatal,Substantial,Cessna,TU206F,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Landing,1982,1,Sunday,22208,26,49394,81600
20020917X02289,Accident,1982-01-10,"UPLAND, CA",United States,PALWAUKEE,Non-Fatal,Substantial,Quickie,1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Sunday,27,14,49394,81600
20020917X01623,Accident,1982-01-10,"QUINHAGAK, AK",United States,PALWAUKEE,Non-Fatal,Substantial,Cessna,U206,No,1.0,Reciprocating,Unknown,0.0,0.0,3.0,0.0,VMC,Cruise,1982,1,Sunday,22208,99,12856,81600
20020917X01985,Accident,1982-01-11,"NEAR BOZEMAN, MT",United States,PALWAUKEE,Non-Fatal,Destroyed,Piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Cruise,1982,1,Monday,12020,930,49394,81600
20020917X01965,Accident,1982-01-11,"RIVERTON, WY",United States,RIVERTON REGIONAL,Fatal(4),Destroyed,Cessna,210N,No,1.0,Reciprocating,Personal,4.0,1.0,1.0,0.0,IMC,Takeoff,1982,1,Monday,22208,56,49394,5962
20020917X01982,Accident,1982-01-11,"SAQUACHE, CO",United States,COCHETOPA,Non-Fatal,Substantial,Cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Monday,22208,622,49394,81600
20020917X01715,Accident,1982-01-11,"AUBURN, AL",United States,AUBURN/OPELIKA,Non-Fatal,Substantial,Cessna,310L,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1982,1,Monday,22208,28,49394,81600
20020917X01897,Incident,1982-01-12,"CHICAGO, IL",United States,CHICAGO O'HARE INTER'L,Incident,Substantial,Lockheed,L-1011,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,149.0,UNK,Cruise,1982,1,Tuesday,110,14,12856,854
20020917X01765,Incident,1982-01-12,"CLARKSBURG, WV",United States,BENEDUM,Incident,Minor,Embraer,EMB-110P1,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Taxi,1982,1,Tuesday,108,12,12856,81600
20020917X01750,Accident,1982-01-12,"ABERDEEN, MS",United States,BENEDUM,Non-Fatal,Destroyed,Cessna,414,No,2.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,UNK,Descent,1982,1,Tuesday,22208,94,49394,854
20020917X02111,Accident,1982-01-12,"ADDISON, TX",United States,ADDISON,Non-Fatal,Substantial,Beech,P35,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,IMC,Descent,1982,1,Tuesday,4326,36,49394,5962
20020917X02342,Accident,1982-01-13,"MONTICELLO, FL",United States,ADDISON,Non-Fatal,Destroyed,Grumman,AA5B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,1982,1,Wednesday,1094,28,49394,81600
20020917X01907,Accident,1982-01-13,"WASHINGTON, DC",United States,WASHINGTON NATIONAL,Fatal(78),Destroyed,Boeing,737-222,No,2.0,Turbo Fan,Unknown,78.0,6.0,3.0,0.0,IMC,Takeoff,1982,1,Wednesday,1561,15,12856,5962
20020917X02120,Accident,1982-01-13,"WATONGA, OK",United States,WASHINGTON NATIONAL,Non-Fatal,Substantial,Piper,PA-28R-201T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,1982,1,Wednesday,12020,85,49394,81600
20020917X01996,Accident,1982-01-13,"HOBBS, NM",United States,LEA COUNTY HOBBS,Non-Fatal,Substantial,Beech,A23-24,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,1982,1,Wednesday,4326,37,49394,81600
20020917X02575,Accident,1982-01-13,"SPOKANE, WA",United States,GEIGER FIELD,Non-Fatal,Substantial,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,Approach,1982,1,Wednesday,12020,280,12856,5962
20020917X01966,Accident,1982-01-15,"28 MI ENE OGDEN, UT",United States,GEIGER FIELD,Fatal(3),Destroyed,Cessna,T210N,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Climb,1982,1,Friday,22208,245,49394,81600
20020917X02486,Accident,1982-01-15,"BUTLER, PA",United States,BUTLER ROE,Non-Fatal,Substantial,Cessna,310,No,2.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC,Approach,1982,1,Friday,22208,94,49394,81600
20020917X02395,Accident,1982-01-15,"MALONE, FL",United States,TAYLOR FARMS,Non-Fatal,Substantial,Cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Friday,22208,1755,49394,81600
20020917X02577,Accident,1982-01-15,"S.E. OF MALTA, ID",United States,TAYLOR FARMS,Non-Fatal,Substantial,Hughes,269C,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Taxi,1982,1,Friday,795,341,12856,81600
20020917X02576,Accident,1982-01-15,"SPOKANE, WA",United States,FELTS,Non-Fatal,Substantial,Cessna,140,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1982,1,Friday,22208,402,12856,81600
20020917X02538,Accident,1982-01-15,"JAMAICA, NY",United States,JOHN F. KENNEDY INT'L,Non-Fatal,Substantial,Swearingen,SA 226-TC,No,2.0,Turbo Prop,Unknown,0.0,1.0,2.0,12.0,VMC,Takeoff,1982,1,Friday,150,1,12856,81600
20020917X01780,Accident,1982-01-15,"ANOKA, MN",United States,ANOKA COUNTY,Non-Fatal,Substantial,Beech,C-45H,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,1982,1,Friday,4326,28,12856,81600
20020917X01625,Accident,1982-01-15,"NEAR NUIQSUT, AK",United States,ANOKA COUNTY,Non-Fatal,Substantial,De Havilland,DHC-2-MK3,No,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,VMC,Landing,1982,1,Friday,382,1,12856,81600
20020917X02096,Accident,1982-01-16,"HOUMA, LA",United States,ANOKA COUNTY,Fatal(1),Destroyed,Bell Helicopter,206L-1,No,1.0,Turbo Shaft,Unknown,1.0,2.0,0.0,0.0,IMC,Cruise,1982,1,Saturday,3,168,12856,5962
20020917X02487,Accident,1982-01-16,"SWANTON, VT",United States,FRANKLIN COUNTY,Non-Fatal,Substantial,Cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,1982,1,Saturday,22208,585,49394,81600
20020917X02321,Accident,1982-01-17,"DAVIS, CA",United States,UNIVERSITY,Fatal(1),Destroyed,Cessna,150M,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Takeoff,1982,1,Sunday,22208,585,49394,5962
20020917X02306,Accident,1982-01-17,"MOJAVE, CA",United States,MOJANE,Fatal(1),Destroyed,Bede Aircraft,BD-5B,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,1982,1,Sunday,12,18,49394,81600
20020917X02294,Accident,1982-01-17,"SUNFLOWER, AZ",United States,MOJANE,Non-Fatal,Destroyed,Cessna,182P,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,Other,1982,1,Sunday,22208,356,12856,81600
20020917X02159,Accident,1982-01-17,"HONOLULU, HI",United States,HONOLULU INTL,Non-Fatal,Destroyed,Convair,440,No,2.0,Reciprocating,Unknown,0.0,0.0,2.0,1.0,VMC,Takeoff,1982,1,Sunday,39,10,12856,81600
20020917X02142,Accident,1982-01-17,"PORT MANSFIELD, TX",United States,PORT MANSFIELD,Fatal(1),Destroyed,Piper,PA-31,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Approach,1982,1,Sunday,12020,59,12856,81600
20020917X01967,Accident,1982-01-17,"DELTA, UT",United States,PORT MANSFIELD,Non-Fatal,Destroyed,Piper,PA-31T,No,2.0,Turbo Prop,Personal,0.0,0.0,3.0,0.0,VMC,Maneuvering,1982,1,Sunday,12020,42,49394,81600
20020917X01721,Accident,1982-01-17,"PICAYUNE, MS",United States,PICAYUNE-PEARL RIVER CNTY,Fatal(2),Destroyed,Beech,F50,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Takeoff,1982,1,Sunday,4326,2,12856,81600
20020917X01624,Accident,1982-01-17,"ANCHORAGE, AK",United States,MERRILL FIELD,Non-Fatal,Destroyed,Cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Takeoff,1982,1,Sunday,22208,829,10596,81600
