Event_Id,Investigation_Type,Event_Date,Location,Country,Airport_Name,Injury_Severity,Aircraft_Damage,Make,Model,Amateur_Built,Number_Of_Engines,Engine_Type,Purpose_Of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Year,Month,Day_Of_Week,Manufacturer_Incident_Count,Model_Incident_Count,Flight_Purpose_Incident_Count,Weather_Incident_Count
20171018X84140,Accident,2017-10-18,"St. Petersburg, FL",United States,ALBERT WHITTED,Non-Fatal,Substantial,CESSNA,402,No,2.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,VMC,Landing,2017,10,Wednesday,4919,58,12856,81600
20171019X83818,Accident,2017-10-18,"Sidney, NY",United States,SIDNEY MUNI,Non-Fatal,Substantial,THOMAS G PARKHURST,KITFOX IV,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Landing,2017,10,Wednesday,1,21,49394,81600
20171019X70539,Accident,2017-10-19,"Bowie, AZ",United States,SIDNEY MUNI,Fatal,Substantial,Peterson Lancair,Legacy,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Landing,2017,10,Thursday,1,3,49394,81600
20171020X30154,Accident,2017-10-19,"Pucallpa, Peru",Peru,SIDNEY MUNI,Non-Fatal,Substantial,BEECH,B200,No,2.0,Unknown,Unknown,0.0,12.0,1.0,0.0,VMC,Landing,2017,10,Thursday,1041,47,12856,81600
20171023X45710,Accident,2017-10-19,"Port Mansfield, TX",United States,Charles R Johnson Airport,Non-Fatal,Substantial,PIPER,PA 32RT-300T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2017,10,Thursday,2840,5,49394,81600
20171020X15857,Accident,2017-10-20,"Farmville, VA",United States,FARMVILLE RGNL,Non-Fatal,Substantial,STAUDACHER JON,S 600F,Yes,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Landing,2017,10,Friday,1,1,49394,81600
20171021X11648,Accident,2017-10-21,"San Carlos, CA",United States,SAN CARLOS,Non-Fatal,Substantial,CIRRUS DESIGN CORP,SR22T,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Landing,2017,10,Saturday,218,18,49394,81600
20171021X33005,Accident,2017-10-21,"Four Corners, CA",United States,SAN CARLOS,Fatal,Destroyed,Flugzeugproduktions-und Vertri,EA 300/L,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Landing,2017,10,Saturday,1,18,10596,81600
20171022X04025,Accident,2017-10-21,"Maricopa, AZ",United States,Millar Airport,Non-Fatal,Substantial,AMERICAN AVIATION,AA 1A,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,2017,10,Saturday,12,3,49394,81600
20171022X15558,Accident,2017-10-21,"Anchorage, AK",United States,TED STEVENS ANCHORAGE INTL,Non-Fatal,Substantial,RAYTHEON AIRCRAFT COMPANY,B200,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,VMC,Landing,2017,10,Saturday,53,47,12856,81600
20171022X92050,Accident,2017-10-21,"New Bern, NC",United States,COASTAL CAROLINA REGIONAL,Non-Fatal,Substantial,CESSNA,120,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Saturday,4919,164,49394,81600
20171024X22615,Accident,2017-10-21,"Gerlach, NV",United States,BLACK ROCK CITY,Non-Fatal,Substantial,CHAMPION,7GC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Saturday,91,15,49394,81600
20171022X22246,Accident,2017-10-22,"Williamsport, PA",United States,WILLIAMSPORT RGNL,Non-Fatal,Substantial,AVIAT AIRCRAFT INC,A1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Sunday,72,22,49394,81600
20171022X74256,Accident,2017-10-22,"Salinas, CA",United States,SALINAS MUNI,Non-Fatal,Substantial,AERONCA,7DC,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,10,Sunday,149,19,49394,81600
20171023X81254,Accident,2017-10-22,"Pottsville, PA",United States,SCHUYLKILL COUNTY /JOE ZERBEY,Non-Fatal,Substantial,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,10,Sunday,4919,829,49394,81600
20171023X93558,Accident,2017-10-22,"Dayton, OH",United States,GREENE COUNTY-LEWIS A JACKSON,Non-Fatal,Substantial,GREAT LAKES,2T 1A 2,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Sunday,15,2,49394,81600
20171031X30930,Accident,2017-10-22,"Tokyo, Japan",Japan,GREENE COUNTY-LEWIS A JACKSON,Non-Fatal,Substantial,BOEING,737,No,1.0,Unknown,Unknown,0.0,0.0,1.0,0.0,VMC,Landing,2017,10,Sunday,1145,488,12856,81600
20171108X81547,Accident,2017-10-22,"Itaituba, Brazil",Brazil,GREENE COUNTY-LEWIS A JACKSON,Fatal,Destroyed,CESSNA,210,No,1.0,Unknown,Personal,5.0,0.0,0.0,0.0,Unk,Landing,2017,10,Sunday,4919,260,49394,262
20171024X22125,Accident,2017-10-23,"Darwin Aerodrome, Australia",Australia,GREENE COUNTY-LEWIS A JACKSON,Fatal,Destroyed,CESSNA AIRCRAFT COMPANY,210L,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Landing,2017,10,Monday,9,134,12856,81600
20171026X14440,Accident,2017-10-23,"Eagle, CO",United States,EAGLE COUNTY RGNL,Non-Fatal,Substantial,CESSNA,T210N,No,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,10,Monday,4919,245,49394,81600
20171024X15807,Accident,2017-10-24,"Olton, TX",United States,EAGLE COUNTY RGNL,Non-Fatal,Destroyed,AIR TRACTOR INC,AT 502B,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC,Landing,2017,10,Tuesday,217,19,4710,81600
20171024X93521,Accident,2017-10-24,"Tacoma, WA",United States,TACOMA NARROWS,Non-Fatal,Substantial,CESSNA,A185,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Tuesday,4919,68,49394,81600
20171025X14620,Accident,2017-10-24,"Tracy, CA",United States,Delta Strip,Non-Fatal,Substantial,SCHWEIZER AIRCRAFT CORP,G 164B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Tuesday,18,14,49394,81600
20171025X21112,Accident,2017-10-24,"Arlington, WA",United States,Delta Strip,Fatal,Substantial,ROBINSON,R22,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Landing,2017,10,Tuesday,283,273,49394,81600
20171025X82017,Accident,2017-10-24,"Groom, TX",United States,Delta Strip,Non-Fatal,Substantial,BELL,206B,No,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Tuesday,588,524,4710,81600
20171026X00343,Accident,2017-10-24,"Albany, Australia",Australia,Delta Strip,Fatal,Destroyed,CESSNA,210,No,1.0,Unknown,Unknown,1.0,0.0,0.0,0.0,VMC,Landing,2017,10,Tuesday,4919,260,12856,81600
20171122X93132,Accident,2017-10-24,"Sao Felix do Xingu, Brazil",Brazil,Delta Strip,Fatal,Destroyed,CESSNA,A188,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Landing,2017,10,Tuesday,4919,46,12856,81600
20171026X00846,Accident,2017-10-26,"Mabton, WA",United States,Delta Strip,Non-Fatal,Substantial,SIX CHUTER WEST LLC,LEGEND XL,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,Landing,2017,10,Thursday,1,2,10596,81600
20171026X33444,Accident,2017-10-26,"Bristol, TN",United States,TRI-CITIES,Non-Fatal,Substantial,JOHN A BREWER,ELA AVIACION 10 ECLI,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Thursday,1,1,49394,81600
20171026X85022,Accident,2017-10-26,"Lewiston, ID",United States,LEWISTON-NEZ PERCE COUNTY,Non-Fatal,Substantial,STINSON,108,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Thursday,91,101,49394,81600
20171031X55947,Accident,2017-10-26,"La Paloma, TX",United States,LEWISTON-NEZ PERCE COUNTY,Non-Fatal,Substantial,AIRBUS HELICOPTERS,EC 130,No,1.0,Turbo Shaft,Air Drop,0.0,0.0,0.0,3.0,VMC,Landing,2017,10,Thursday,10,3,11,81600
20181003X43511,Accident,2017-10-26,"Calgary Springbank, Canada",Canada,LEWISTON-NEZ PERCE COUNTY,Fatal,Substantial,Piper,PA34,No,2.0,Unknown,Unknown,2.0,0.0,0.0,0.0,VMC,Landing,2017,10,Thursday,12020,49,12856,81600
20171030X43813,Accident,2017-10-27,"Tallahassee, FL",United States,TALLAHASSEE INTL,Non-Fatal,Substantial,SMITH,AEROSTAR 600A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2017,10,Friday,20,2,49394,81600
20171030X93600,Accident,2017-10-27,"West Seneca, NY",United States,BUFFALO AIRFIELD,Non-Fatal,Substantial,PIPER,PA28,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2017,10,Friday,2840,279,10596,81600
20171030X41803,Accident,2017-10-28,"Kew, New South Wales, Australia",Australia,BUFFALO AIRFIELD,Fatal,Destroyed,CESSNA,T310,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,Landing,2017,10,Saturday,4919,4,12856,81600
20171030X65427,Accident,2017-10-28,"Mount Vernon, WA",United States,SKAGIT RGNL,Non-Fatal,Substantial,CESSNA,P210N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2017,10,Saturday,4919,189,49394,81600
20171109X83610,Accident,2017-10-28,"Chandler, AZ",United States,Chandler Municipal,Non-Fatal,Substantial,STILL MICHAEL J,TITAN T-51,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Saturday,1,1,49394,81600
20171120X80151,Accident,2017-10-28,"Skwentna, AK",United States,Chandler Municipal,Non-Fatal,Substantial,CESSNA,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Saturday,4919,659,49394,81600
20171030X51816,Accident,2017-10-29,"Berlin, NH",United States,BERLIN RGNL,Non-Fatal,Substantial,EVOLUTION AIRCRAFT INC,REVO,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Sunday,9,11,49394,81600
20171102X33309,Accident,2017-10-29,"Bremen, Germany",Germany,BERLIN RGNL,Non-Fatal,Substantial,CESSNA,550,No,1.0,Unknown,Unknown,0.0,0.0,0.0,5.0,VMC,Landing,2017,10,Sunday,4919,57,12856,81600
20171030X25446,Accident,2017-10-30,"Port Townsend, WA",United States,Port Townsend Intl Airport,Non-Fatal,Substantial,Cessna,140,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,2017,10,Monday,22208,402,49394,81600
20171031X04749,Accident,2017-10-30,"Dawsonville, GA",United States,Port Townsend Intl Airport,Non-Fatal,Substantial,PIPER,PA 32R-300,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,2017,10,Monday,2840,9,49394,81600
20171031X10251,Accident,2017-10-30,"Selma, CA",United States,Port Townsend Intl Airport,Non-Fatal,Substantial,METCALFE ROBERT B,VANS RV 6,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,10,Monday,1,4,49394,81600
20171031X10138,Accident,2017-10-31,"Whiteville, NC",United States,COLUMBUS COUNTY MUNI,Fatal,Substantial,BEECH,35C33,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Landing,2017,10,Tuesday,1041,2,49394,81600
20171108X02305,Incident,2017-10-31,"Namur, Belgium",Belgium,COLUMBUS COUNTY MUNI,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,2017,10,Tuesday,4919,2367,12856,81600
20171121X93124,Incident,2017-11-01,"Karachi, Pakistan",Pakistan,COLUMBUS COUNTY MUNI,Non-Fatal,Substantial,BOEING,767,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,VMC,Landing,2017,11,Wednesday,1145,68,12856,81600
20171103X74838,Accident,2017-11-02,"Montague, MA",United States,Turners Falls Airport,Non-Fatal,Substantial,GREAT LAKES,2T1A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Thursday,15,5,49394,81600
20171108X95150,Accident,2017-11-02,"Thompson, Canada",Canada,Turners Falls Airport,Non-Fatal,Substantial,SWEARINGEN,SA227,No,2.0,Turbo Prop,Unknown,0.0,2.0,0.0,0.0,VMC,Landing,2017,11,Thursday,29,17,12856,81600
20171128X72916,Accident,2017-11-02,"Redding, CA",United States,Redding Municipal Airport,Non-Fatal,Substantial,CESSNA,172R,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Landing,2017,11,Thursday,4919,170,10596,81600
20171103X03137,Accident,2017-11-03,"Las Vegas, NV",United States,NORTH LAS VEGAS,Non-Fatal,Substantial,BEECH,B95,No,2.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,Landing,2017,11,Friday,1041,14,10596,81600
20171103X42143,Accident,2017-11-03,"Murphy, ID",United States,PVT Airstrip,Fatal,Substantial,PIPER,PA 18-150,No,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Landing,2017,11,Friday,2840,59,49394,81600
20171106X72432,Accident,2017-11-03,"Erwinna, PA",United States,VANSANT,Non-Fatal,Substantial,MAURER ELMO A,V STAR SA900,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,2017,11,Friday,1,1,49394,81600
20171104X12527,Accident,2017-11-04,"Alva, OK",United States,ALVA RGNL,Fatal,Destroyed,BEECH,V35B,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Landing,2017,11,Saturday,1041,157,10596,81600
20171106X75233,Accident,2017-11-04,"Hatch, NM",United States,Hatch Municipal Airport,Fatal,Substantial,CESSNA,172N,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Landing,2017,11,Saturday,4919,1164,49394,81600
20171106X54947,Accident,2017-11-05,"Las Vegas, NM",United States,LAS VEGAS MUNI,Non-Fatal,Substantial,SOCATA,TBM 850,No,1.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Sunday,63,1,49394,81600
20171108X52738,Accident,2017-11-05,"Batavia, OH",United States,CLERMONT COUNTY,Non-Fatal,Substantial,PIPER,PA28,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,2017,11,Sunday,2840,279,49394,81600
20171108X93049,Accident,2017-11-05,"St Mary's, KS",United States,CLERMONT COUNTY,Non-Fatal,Substantial,RIGGS KENNETH W,T BIRD II,Yes,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,2017,11,Sunday,1,5,49394,81600
20171106X75406,Accident,2017-11-06,"Larchwood, IA",United States,CLERMONT COUNTY,Non-Fatal,Substantial,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,2.0,0.0,IMC,Landing,2017,11,Monday,221,361,794,5962
20171208X51110,Accident,2017-11-06,"Krasny Pakhar village, Russia",Russia,CLERMONT COUNTY,Non-Fatal,Destroyed,BELL,407,No,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,VMC,Landing,2017,11,Monday,588,140,12856,81600
20171107X60614,Accident,2017-11-07,"Clearwater, FL",United States,CLERMONT COUNTY,Fatal,Substantial,ICON AIRCRAFT INC,A5,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Landing,2017,11,Tuesday,3,6,49394,81600
20171107X95948,Accident,2017-11-07,"Los Lunas, NM",United States,MID VALLEY AIRPARK,Non-Fatal,Substantial,MOONEY AIRCRAFT CORP.,M20K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Tuesday,34,165,49394,81600
20171108X55532,Incident,2017-11-07,"Seattle, WA",United States,MID VALLEY AIRPARK,Non-Fatal,Minor,AIRBUS,A330-243,No,2.0,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Tuesday,251,3,12856,81600
20171108X94652,Accident,2017-11-07,"Rolling Fork, MS",United States,MID VALLEY AIRPARK,Non-Fatal,Substantial,BELL,206,No,1.0,Turbo Shaft,Aerial Application,0.0,1.0,0.0,0.0,VMC,Landing,2017,11,Tuesday,588,389,4710,81600
20171113X91400,Accident,2017-11-07,"Bonners Ferry, ID",United States,BOUNDARY COUNTY,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Tuesday,4919,1755,49394,81600
20171107X44514,Accident,2017-11-07,"Sulphur, LA",United States,BOUNDARY COUNTY,Fatal,Substantial,HUGHES,369D,No,1.0,Turbo Shaft,External Load,2.0,0.0,0.0,1.0,VMC,Landing,2017,11,Tuesday,137,252,123,81600
20171107X13608,Accident,2017-11-08,"Morrison, TN",United States,WARREN COUNTY MEMORIAL,Fatal,Destroyed,PIPER,PA 32,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Landing,2017,11,Wednesday,2840,4,49394,5962
20171108X41027,Accident,2017-11-08,"Union City, TN",United States,None,Non-Fatal,Substantial,BELL,206,No,1.0,Turbo Shaft,Other Work Use,0.0,3.0,0.0,0.0,VMC,Landing,2017,11,Wednesday,588,389,1264,81600
20171114X30932,Incident,2017-11-08,"Johannesburg, South Africa",South Africa,None,Non-Fatal,Minor,BRITISH AEROSPACE,AVRO  146,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,VMC,Landing,2017,11,Wednesday,5,1,12856,81600
20171116X64316,Accident,2017-11-08,"Macon, GA",United States,MACON DOWNTOWN,Non-Fatal,Substantial,CESSNA,140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Wednesday,4919,402,49394,81600
20171122X13300,Accident,2017-11-08,"Carroll, OH",United States,FAIRFIELD COUNTY,Non-Fatal,Substantial,PIPER,PA 28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Wednesday,2840,34,49394,81600
20171204X53544,Accident,2017-11-08,"Harvard, IL",United States,Dacy Airport,Non-Fatal,Substantial,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Wednesday,4919,389,49394,81600
20171114X41302,Accident,2017-11-09,"Trenton, NJ",United States,TRENTON MERCER,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Thursday,4919,1755,10596,81600
20171110X61056,Accident,2017-11-10,"Pineville, LA",United States,Pineville Municipal Airport,Fatal,Substantial,TEMCO,GC 1B,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Landing,2017,11,Friday,8,7,49394,81600
20171111X81525,Accident,2017-11-10,"Annapolis, MD",United States,LEE,Non-Fatal,Substantial,SOCATA,TB200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2017,11,Friday,63,4,49394,81600
20171111X83107,Accident,2017-11-10,"Panama City, FL",United States,NORTHWEST FLORIDA BEACHES INTL,Non-Fatal,Substantial,CESSNA,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Friday,4919,622,49394,81600
20171116X92836,Accident,2017-11-10,"Goias, Brazil",Brazil,NORTHWEST FLORIDA BEACHES INTL,Non-Fatal,Destroyed,QUEST AIRCRAFT COMPANY LLC,KODIAC 100,No,1.0,Turbo Prop,Unknown,0.0,3.0,1.0,0.0,Unk,Landing,2017,11,Friday,6,5,12856,262
20171208X45246,Incident,2017-11-11,"Maastricht, Netherlands (the)",Netherlands,NORTHWEST FLORIDA BEACHES INTL,Non-Fatal,Substantial,BOEING,747,No,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,VMC,Landing,2017,11,Saturday,1145,85,12856,81600
20171112X42004,Accident,2017-11-11,"Page, AZ",United States,Page Municipal Airport,Non-Fatal,Substantial,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Landing,2017,11,Saturday,221,361,49394,81600
20171113X12015,Accident,2017-11-11,"Burlington, WA",United States,SKAGIT RGNL,Non-Fatal,Substantial,STINSON,SR 5E,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Saturday,91,1,1644,81600
20171113X84023,Accident,2017-11-11,"EUFAULA, AL",United States,WEEDON FIELD,Non-Fatal,Substantial,CLOUD JEFFREY FERRELL,LONG EZ,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Saturday,1,29,49394,81600
20171112X42804,Accident,2017-11-12,"Sun Lakes, AZ",United States,WEEDON FIELD,Non-Fatal,Substantial,VANDERARK,RV-10,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Sunday,1,10,49394,81600
20171112X54939,Accident,2017-11-12,"Tucson, AZ",United States,TUCSON INTL,Non-Fatal,Substantial,CESSNA,182H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2017,11,Sunday,4919,72,49394,81600
20171112X72518,Accident,2017-11-12,"Fountain Run, KY",United States,TUCSON INTL,Fatal,Destroyed,PIPER,PA32,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Landing,2017,11,Sunday,2840,63,49394,5962
20171114X52018,Accident,2017-11-12,"Grayslake, IL",United States,CAMPBELL,Non-Fatal,Substantial,CESSNA,T210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Landing,2017,11,Sunday,4919,245,4014,5962
20171114X03707,Incident,2017-11-13,"Oceanic, United Kingdom",United Kingdom,CAMPBELL,Non-Fatal,Substantial,BOEING,777,No,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,VMC,Landing,2017,11,Monday,1145,93,12856,81600
20171115X14957,Accident,2017-11-14,"Columbus, OH",United States,OHIO STATE UNIVERSITY,Non-Fatal,Substantial,TEXTRON AVIATION INC,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Tuesday,12,1755,10596,81600
20180322X74449,Accident,2017-11-14,"Itapolis, Brazil",Brazil,OHIO STATE UNIVERSITY,Fatal,Destroyed,PIPER AIRCRAFT,PA-25-235,No,1.0,Unknown,Unknown,1.0,0.0,0.0,0.0,VMC,Landing,2017,11,Tuesday,4,261,12856,81600
20171117X01501,Accident,2017-11-15,"Rock Springs, WY",United States,Rock Springs-Sweetwater County,Non-Fatal,Substantial,CESSNA,T207A,No,1.0,Reciprocating,Aerial Observation,0.0,2.0,2.0,0.0,VMC,Landing,2017,11,Wednesday,4919,33,794,81600
20171121X95356,Accident,2017-11-15,"Ngorongoro, Tanzania, United Republic of",Tanzania,Rock Springs-Sweetwater County,Fatal,Substantial,CESSNA,208,No,1.0,Unknown,Unknown,11.0,0.0,0.0,0.0,IMC,Landing,2017,11,Wednesday,4919,103,12856,5962
20171129X73558,Incident,2017-11-16,"Singapore, Senegal",Senegal,Rock Springs-Sweetwater County,Non-Fatal,Minor,BOEING,737,No,1.0,Unknown,Unknown,0.0,0.0,0.0,0.0,VMC,Landing,2017,11,Thursday,1145,488,12856,81600
20171116X53956,Accident,2017-11-16,"Melborne, FL",United States,MELBOURNE INTL,Non-Fatal,Substantial,PIPER,PA 28R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2017,11,Thursday,2840,5,49394,81600
20171116X91006,Accident,2017-11-16,"Opa Locka, FL",United States,MIAMI-OPA LOCKA EXECUTIVE,Non-Fatal,Substantial,CESSNA,172RG,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Thursday,4919,246,10596,81600
20171117X45442,Accident,2017-11-16,"Pompano, FL",United States,POMPANO BEACH AIRPARK,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Thursday,4919,1755,49394,81600
20171116X35540,Accident,2017-11-17,"Nipton, CA",United States,POMPANO BEACH AIRPARK,Non-Fatal,Substantial,PIPER,PA 28R-201T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Friday,2840,6,49394,81600
20171117X44300,Accident,2017-11-17,"Statesville, NC",United States,STATESVILLE RGNL,Non-Fatal,Substantial,BEECH,B 55,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Friday,1041,3,10596,81600
20171120X44552,Accident,2017-11-17,"Oak Island, NC",United States,CAPE FEAR RGNL JETPORT/HOWIE F,Non-Fatal,Substantial,HOMER,AUTOGYRO CAVALON,Yes,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Friday,1,2,10596,81600
20171118X25754,Accident,2017-11-18,"Bladenboro, NC",United States,BLADENBORO,Non-Fatal,Substantial,PIPER,PA28,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Saturday,2840,279,49394,81600
20171128X94825,Accident,2017-11-18,"Emerald Aerodrome, Australia",Australia,BLADENBORO,Non-Fatal,Substantial,BELL HELICOPTER CO,206B,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Saturday,2,524,12856,81600
20171118X15936,Accident,2017-11-19,"Casa Grande, AZ",United States,CASA GRANDE MUNI,Non-Fatal,Destroyed,JOHN ROSCOE,AUTOGYRO CAVALON,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Landing,2017,11,Sunday,1,2,49394,81600
20171118X22836,Accident,2017-11-19,"Chico, CA",United States,CASA GRANDE MUNI,Non-Fatal,Substantial,CESSNA,172M,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,Landing,2017,11,Sunday,4919,798,10596,81600
20171119X05046,Accident,2017-11-19,"Clearwater, FL",United States,CLEARWATER AIR PARK,Non-Fatal,Substantial,ROCKWELL INTERNATIONAL,112A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Sunday,53,29,49394,81600
20171119X14748,Accident,2017-11-19,"San Jose, CA",United States,REID-HILLVIEW OF SANTA CLARA C,Non-Fatal,Substantial,CESSNA,172P,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,Landing,2017,11,Sunday,4919,689,49394,81600
20171119X20241,Accident,2017-11-19,"Rosamond, CA",United States,ROSAMOND SKYPARK,Non-Fatal,Substantial,BOEING,A75N1(PT17),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2017,11,Sunday,1145,38,49394,81600
